track_id,track_name,artist_name,album_name,genre,release_year,language,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,play_count,user_id,user_rating,mood
TRK0074,Afterglow Shadows,Urban Lines,Urban Frequency,Rock,2010.0,Spanish,0.4313805869300953,0.8456655505852365,-6.245879396177607,0.0207246370817483,0.0310988877573207,0.0,0.128434325993874,0.9348239309699162,130.765071828263,267909.0,70.0,56.0,U069,4.0,Happy
TRK0334,Midnight Colours,Blue Circuit,Blue Diaries,K-Pop,2014.0,Korean,0.7213527127283091,0.8145648991765665,-7.6297359296728064,0.0403267542885664,0.125793142200641,0.1212483217606737,0.0610040681723323,0.9517229382247088,117.9565881033663,238641.0,100.0,72.0,U023,5.0,
TRK0259,,Indigo Waves,Indigo Collection,Pop,2019.0,Hindi,0.7840785134252641,0.718821765121364,-7.961764675059078,0.0228133759827583,0.018537762820207,0.0440670005369658,0.1181130914495354,0.8681763943593139,113.91398100228058,219647.0,100.0,60.0,U003,5.0,Party
TRK0148,Sunday Rain,Velvet Parade,Velvet Frequency,Country,2026.0,English,0.5067914177191088,0.6734256310405013,-7.575936964480379,0.0647042293334609,0.3775675751005797,0.2027458141229706,0.1394988938283282,0.7236785152210713,121.66519978230572,301756.0,83.0,47.0,U033,4.0,Romantic
TRK0246,Falling Memories,Indigo Parade,Indigo Frequency,Hip-Hop,2011.0,English,0.6444459281259471,0.7206641419830236,-6.862334048038703,0.1849063465480982,0.0073560826699426,0.0733252021213763,0.1916466720723761,0.6305913341891172,101.3032612207818,310252.0,77.0,26.0,U147,4.0,Motivational
TRK0002,Neon Waves,Echo Heaven,Echo Diaries,Pop,2024.0,Japanese,0.7015137636454739,0.6340947819150138,-5.730666047846122,0.0630461733069039,0.0610758439538876,0.0,0.1572616429887344,0.8629039093926958,120.31328262149312,252870.0,100.0,69.0,U081,5.0,Romantic
TRK0337,Ocean Paradise,Aurora Harbor,Aurora Sessions,Hip-Hop,2022.0,Spanish,0.6793932527048435,0.7762462462134004,-7.123713224494114,0.1765520929493499,0.0923707229181061,0.060933254653263,0.134062565956992,0.6876423177643098,95.0910098620933,258138.0,89.0,46.0,U053,4.0,Energetic
TRK0211,Falling Rain,Crimson Garden,Crimson Nights,Pop,2026.0,Japanese,0.8661799167547305,0.6603957869327228,-6.835223500767991,0.0275578034033774,0.0779759510099389,0.1050187428362443,0.1271274429172309,0.6883525801369106,106.8857039596888,194633.0,100.0,70.0,U078,4.0,Happy
TRK0172,Broken Lights,,Silver Stories,Rock,,French,0.4435571581935758,0.7730435386390737,-6.981424511673829,0.0503243177169366,0.0537092187002533,0.0,0.2445908728765943,0.7590504137374932,134.04104755976746,189890.0,85.0,55.0,U036,5.0,Happy
TRK0023,Falling Fire,Aurora Harbor,Aurora Sessions,Hip-Hop,2016.0,French,0.8599824246910295,0.6497273587947006,-7.460828759999391,0.3066654996446538,0.0,0.0,0.1641614334281835,0.8010529977957789,99.03731882640578,282526.0,100.0,31.0,U058,4.0,Romantic
TRK0254,Summer Echoes,Crimson Garden,,Pop,2014.0,English,0.8538196132938654,0.8281729744753916,-6.068266458042872,0.0100759857974132,0.0,0.0733252021213763,0.0258170231446973,0.8404632787252565,122.35579818662028,203596.0,67.0,35.0,U121,3.0,Party
TRK0183,Hidden Paradise,Lunar Heights,Lunar Diaries,Electronic,2022.0,Korean,0.7740957782694945,1.0,-6.572475443496948,0.0255092174611048,0.0,0.353102467155807,0.2173613300832528,0.8061382127205055,136.54218157498795,262006.0,100.0,42.0,U047,3.0,Happy
TRK0067,Distant Lights,Paper Riders,Paper Frequency,Classical,2018.0,English,0.209166683717333,0.1339618015474367,-16.260464838384188,0.0593960197476552,0.7362545748057363,0.7340165675149569,0.1005953938706207,0.4370383640370838,81.40233856742273,207962.0,98.0,64.0,U127,4.0,Focus
TRK0299,Afterglow Lights,Indigo Waves,Indigo Collection,Pop,2012.0,,0.7814644048081822,0.8283303587054707,-6.245198817413489,0.0499444199776055,0.0,0.0270589575417337,0.1218039135586493,0.8767309273368145,136.77487776220872,279699.0,96.0,34.0,U147,3.0,Party
TRK0355,Paper Fire,Royal Sound,,R&B,2016.0,English,0.7241690885958164,0.5941028486711759,-9.672849921492633,0.1065806675634478,0.1582807093787289,0.0,0.1655363238222102,0.7383752196951652,121.83839453173924,225107.0,77.0,37.0,U094,3.0,Romantic
TRK0127,Electric Fire,Urban Parade,Urban Diaries,Pop,2021.0,English,0.6857847109267953,0.5648239028275313,-9.77882716635796,0.0582297144520119,0.1178708008600195,0.0,0.1175867594475757,0.8152596734541223,98.72429449393792,208947.0,98.0,33.0,U052,3.0,Happy
TRK0053,Velvet Dreams,Midnight Bloom,Midnight Frequency,Pop,2018.0,English,0.7213985221865292,0.7306421119411214,-7.575936964480379,0.0,0.1589802134280187,0.0,0.0190390605108412,0.8204883799577991,113.91398100228058,215423.0,100.0,53.0,U029,4.0,Energetic
TRK0113,Ocean Rhythm,Paper Sound,Paper Frequency,Indie,2016.0,English,0.4899307816287322,0.5246238267584429,-8.41294590349164,0.0895529312465401,0.2073078237795332,0.0,0.0073590044585697,0.6682659253467892,105.9229108637243,224584.0,92.0,45.0,U010,4.0,
TRK0277,Neon Promises,Golden Theory,Golden Sessions,Rock,2007.0,English,0.5166336968934061,0.7468484700118985,-6.058597139783031,0.0002037877795454,0.1794339154259975,0.1637268683554904,0.2090633380789829,0.4685184177371747,119.1683788808502,255379.0,,48.0,U007,5.0,Relaxing
TRK0218,Summer Lights,Crimson Signals,Crimson Frequency,Rock,2021.0,English,0.5525707983318722,0.9087885855648804,-5.497718548208321,0.0467414447526255,0.0301086201418125,0.0,0.2137749236699345,0.7252444775467085,133.79243552607176,196746.0,99.0,62.0,U091,5.0,Happy
TRK0281,Neon Roads,,Paper Diaries,Electronic,2026.0,English,0.8542604959235293,0.8525376246807856,-6.4972773372031325,0.085082845073713,0.0,0.1389640499022388,0.0859486614828387,0.9804413135929296,115.21658655302237,226172.0,100.0,28.0,U041,3.0,Motivational
TRK0122,Distant Hearts,Urban Parade,Urban Nights,Pop,2019.0,Japanese,0.6393718179315315,0.5574210450995871,-6.958866833394563,0.0945395467885177,0.1362755190117013,0.1301446011740367,0.1261507345956509,0.8446858842510397,118.2920150815943,235026.0,80.0,26.0,U007,3.0,Romantic
TRK0282,Velvet Echoes,Velvet Lines,Velvet Diaries,K-Pop,2026.0,English,0.6597261987851413,0.6734256310405013,-5.090941511810036,0.0302306772797351,0.1507953326819583,0.0303262767850384,0.1892287672133924,1.0,128.1084134502337,222189.0,100.0,42.0,U084,,Happy
TRK0215,,Royal Heights,Royal Diaries,,2018.0,Hindi,0.6472632259340868,0.6854460829834439,-7.418383584577652,0.0,0.0057008944170567,0.1773907341480889,0.1469306320209663,0.6801654107029175,105.45885623796435,236325.0,100.0,45.0,U116,3.0,Energetic
TRK0245,Gravity Sky,Static Lines,Static Diaries,Indie,2012.0,English,0.6161600521843583,0.6321213150233576,-7.279291653604948,0.1275273447516076,0.3612409774159476,0.1048200606544563,0.2556103736325805,0.7846826053302078,113.91398100228058,234747.0,83.0,43.0,U068,3.0,Motivational
TRK0088,Distant Motion,Solar Circuit,Solar Stories,Rock,2022.0,English,0.4529071869842191,0.7296177717043025,-7.512978801656027,0.0,0.1361407285500787,0.0452691945323485,0.1592008606829204,0.3413013106465727,116.6657268180112,273824.0,70.0,76.0,U110,5.0,Sad
TRK0036,Starlight Motion,Silver Hearts,Silver Frequency,Rock,2011.0,English,0.334517751474221,0.9038861868696506,-4.45080145731973,0.0386367199563665,0.1278790913595492,0.0,0.1090556637814267,0.6379847403383734,120.68122863162988,260942.0,100.0,59.0,U030,5.0,Party
TRK0316,Ocean Waves,Indigo Pulse,Indigo Stories,Rock,2016.0,English,0.6193519509610061,0.6981663089190868,-7.36464394815389,0.0647042293334609,0.1082354065191356,0.0447921153405382,0.39973673667787,0.5669849662934751,128.00425411910143,258104.0,80.0,36.0,U115,4.0,Focus
TRK0287,Hidden Roads,Echo Signals,Echo Sessions,R&B,2017.0,Hindi,0.6907989308907942,0.6915559733892898,-8.373154730139111,0.0184335235044111,0.1938491819951375,0.1119173245141763,0.1702743132265298,0.7829840672443317,100.28464387319944,211276.0,95.0,34.0,U134,3.0,Motivational
TRK0090,Distant Fire,Wild District,Wild Frequency,,2012.0,Korean,0.6259705955014987,0.700462440697253,-7.850304875507684,0.0,0.1999186704873969,0.0,0.0262664520942433,0.711212611430093,126.507287984123,236571.0,40.0,28.0,U063,4.0,Energetic
TRK0144,Golden Memories,Silver Skies,Silver Stories,,2023.0,English,0.7821601313120972,0.7121876000983328,-6.726369660671997,0.0166666938760457,0.0,0.0733252021213763,0.1426793179390501,0.9780970782940764,130.75350053013395,290239.0,80.0,37.0,U038,3.0,Party
TRK0322,Distant Signals,Lunar Harbor,Lunar Diaries,Pop,2013.0,English,0.7323309404442458,0.660704085936643,-7.645994554894629,0.1588904403030486,0.0,0.0582871135371471,0.0503634933998673,0.9338588764663796,119.79801117845015,252139.0,68.0,33.0,U047,4.0,Happy
TRK0018,Sunday Rhythm,Echo Heaven,,Pop,2026.0,English,0.768014340339161,0.5549908462571129,-6.322101283358844,0.0904489152196463,0.0023580300076986,0.0,0.1384602043049563,0.8332435108849815,113.48749320742824,236653.0,93.0,51.0,U026,5.0,Happy
TRK0258,Ocean Dreams,Blue Stories,Blue Sessions,Country,2021.0,Hindi,0.4507518073217522,0.4881468791308773,-8.47300196876671,0.0578755323840546,0.6164362729217966,0.0048061589622262,0.2333442963085719,0.7383752196951652,116.25938584472834,200001.0,100.0,29.0,U052,3.0,Romantic
TRK0012,Summer Sun,Paper Sound,Paper Collection,Indie,2025.0,Hindi,0.7335755991995991,0.6548849991498713,-9.504707840614987,0.0,0.1507953326819583,0.3030172314108438,0.1374336550702179,0.6408464390279692,128.5148293251857,196976.0,77.0,29.0,U034,3.0,Happy
TRK0076,Neon Echoes,Neon Stories,Neon Diaries,Lo-Fi,2009.0,English,0.221517946450468,0.2706649853855485,-11.755593201296175,0.0043363376293938,0.6501787358863441,0.0733252021213763,0.153273350026571,0.6023411664551772,113.91398100228058,198205.0,,46.0,U047,4.0,Relaxing
TRK0366,Velvet Stories,Silver Skies,Silver Collection,Pop,2026.0,English,0.5817238393907174,0.6856914652811356,-7.106937158852667,0.1088819631733403,0.1583903419074364,0.0,0.145396167080501,0.7383752196951652,106.41154204762744,231592.0,100.0,55.0,U125,4.0,Party
TRK0073,Golden Waves,Paper Dream,Paper Sessions,Electronic,2012.0,English,0.7789361323381807,0.7058591581675298,-7.251859770994836,0.0764413683928695,0.0765934390673563,0.1135605541622937,0.2672245223420737,0.9187569613804676,120.08465444131492,262854.0,100.0,32.0,U030,3.0,Energetic
TRK0365,Neon Paradise,Solar Heights,Solar Diaries,Hip-Hop,2012.0,,0.7393400739432503,0.6734256310405013,-9.899811615513416,0.2655740089034645,0.0304768813243852,0.0,0.1626671970194792,0.6495650873135022,83.88248167073107,233339.0,82.0,58.0,U135,5.0,Happy
TRK0031,Broken Memories,Indigo Waves,Indigo Sessions,,2025.0,English,0.6913751266444308,0.7337006837988904,-7.575936964480379,0.1120996206459317,0.0,0.0,0.0,0.6718783922522282,129.41640809549463,268645.0,80.0,52.0,U108,5.0,
TRK0156,Broken Rhythm,Velvet Dream,Velvet Nights,Pop,2026.0,French,0.7699788104295798,0.6734256310405013,-7.545755713623786,0.0504867631680615,0.0,0.0589037590433763,0.0933973356465462,0.5976222359819389,122.63716618801293,285920.0,100.0,65.0,U103,5.0,Focus
TRK0237,Electric Hearts,,Indigo Collection,R&B,2020.0,English,0.7196383020116754,0.5834281442962522,-6.42177692673047,0.1145673503010579,0.1507953326819583,0.0,0.1339300338170917,0.6124944703195264,98.14258022248843,227059.0,74.0,49.0,U005,4.0,Focus
TRK0124,Golden Hearts,Solar Theory,Solar Frequency,R&B,2021.0,English,0.6110013646132396,0.6119440280282565,-8.107926458829796,0.0399936556569609,0.0293854815041906,0.079453886031396,0.0,0.7547588860018177,98.05449595839325,281423.0,81.0,31.0,U050,3.0,Romantic
TRK0121,Velvet Rain,Sapphire Riders,Sapphire Frequency,R&B,,English,0.6593302712174063,0.621754670494283,-5.958831968952131,0.0396839706390458,0.2523751288462215,0.0,0.1452091210760036,0.8943642003247797,105.9356682531527,241674.0,85.0,55.0,U048,5.0,Motivational
TRK0226,Afterglow Fire,Sapphire Garden,Sapphire Sessions,Electronic,2010.0,English,0.7749525927218578,0.7485004972599811,-7.633720803954731,0.0248464038233847,0.0624159617122491,0.1030290271216891,0.1474999622474302,0.8785151326196182,121.6411905930362,230159.0,89.0,62.0,U146,4.0,Motivational
TRK0100,Sunday Signals,Neon Harbor,Neon Sessions,,2001.0,English,0.607506215189234,0.6734256310405013,-9.8447035263667,0.0026153553277598,0.4122279347167524,0.0495190045379289,0.1898148011606993,0.8478574243291017,99.47397431479284,264978.0,69.0,43.0,U096,4.0,Happy
TRK0276,Golden Roads,Neon Stories,Neon Frequency,Lo-Fi,2016.0,Hindi,0.2761184537479068,0.181467564097109,-12.033566235818991,0.0337953014975993,0.6657166001649696,0.420497020979903,0.0268873823656407,0.4020438096006706,81.43170116874637,207481.0,99.0,53.0,U150,3.0,Melancholic
TRK0386,Ocean Shadows,Crimson Hearts,Crimson Sessions,K-Pop,2018.0,,0.7879820265019124,1.0,-5.945918308415852,0.0604067467657674,0.1415331824381853,0.0581116826583707,0.2307535039847963,0.9213508267653436,123.01261433623174,180797.0,63.0,35.0,U140,4.0,Party
TRK0216,Paper Echoes,Midnight Skies,Midnight Frequency,Hip-Hop,2008.0,English,0.7265067962726393,0.7893050198931415,-7.869088918703911,0.247967220637946,0.0804836930065861,0.0226450376430719,0.1783181635160309,0.6703689438303281,95.8470972740669,290168.0,92.0,40.0,U136,3.0,Party
TRK0103,Hidden Rhythm,Wild Circuit,Wild Diaries,Classical,2006.0,,0.2864525037992802,0.2137717671567321,-14.50540523473548,0.0,0.6518063751634017,0.7313995028806262,0.1859894568596106,0.3032615941608924,86.27828578198104,212996.0,66.0,48.0,U025,4.0,Relaxing
TRK0214,Ocean Fire,Static Bloom,Static Frequency,Jazz,2022.0,English,0.5161524652153847,0.6734256310405013,-9.760372608852055,0.100147176354278,0.5047036984697552,0.2468080799305154,0.2657495564449459,0.3964769543112564,105.28053031180876,266852.0,89.0,53.0,U007,5.0,Energetic
TRK0229,Neon Memories,Solar Theory,Solar Diaries,,2024.0,English,0.8199346930553539,0.6271010589627435,-8.736875650011106,0.0919919099914441,0.2505255490180895,0.0223104918262433,0.0952292708044406,0.7191887488137937,91.93167440843408,248947.0,63.0,54.0,U135,4.0,Romantic
TRK0343,Higher Roads,Royal Garden,Royal Diaries,Jazz,2021.0,Hindi,0.5189756561162653,0.4943777475673389,-11.830638804726156,0.0581795003249524,0.5835561705635799,0.3985871561920195,0.0,0.6091729121003809,113.91398100228058,233339.0,100.0,48.0,U037,4.0,Energetic
TRK0131,Midnight Memories,Velvet Bloom,Velvet Sessions,Lo-Fi,2012.0,Korean,0.4748933910396658,0.4023907133676121,-11.369914059068874,0.0966601682200631,0.6222165833366194,0.0733252021213763,0.2992789575095571,0.5208150930332149,77.4800083326858,208450.0,58.0,60.0,U106,5.0,Calm
TRK0059,Sunday Fire,Royal Sound,Royal Collection,R&B,2021.0,English,0.5737571219860069,0.5268500967273972,-6.634800523480849,0.0782186440792295,0.4110700196330108,0.0609150166456664,0.1585625323816887,0.8665064465752664,101.65096838045832,201758.0,89.0,31.0,U091,3.0,
TRK0024,Afterglow Rhythm,Electric Pulse,Electric Diaries,Indie,2003.0,Japanese,0.5342300569043174,0.5982667542169522,-6.63373891551651,0.0,0.2230432680833517,0.0,0.0944104596982203,0.7244508474654144,120.16750405575644,245495.0,44.0,42.0,U027,4.0,Romantic
TRK0333,Velvet Echoes,,Velvet Sessions,Lo-Fi,2012.0,English,0.264397931011321,0.3883126426371508,-11.04603033502772,0.0804653982314999,0.6892141840785073,0.3028090666622137,0.0355795902891203,0.4300135827240473,75.22279914553619,245218.0,84.0,41.0,U101,4.0,Melancholic
TRK0098,Golden Promises,Electric Pulse,Electric Sessions,Indie,2012.0,English,0.6252538418979592,0.6401899286437044,-7.7931092649547535,0.1209995692219348,0.2364178316582668,0.0981482965455349,0.2292882874363712,0.829235406386648,105.22873973489898,226458.0,100.0,58.0,U135,5.0,Motivational
TRK0243,Summer Stories,Golden Pulse,Golden Diaries,K-Pop,2020.0,Korean,0.7346162438874467,0.8606440839593326,-5.287792723901146,0.0947334992838893,0.0311587394201005,0.0,0.145396167080501,0.8030747028608726,117.93360106817649,203565.0,97.0,78.0,U146,5.0,Happy
TRK0153,Midnight Stories,Aurora Circuit,Aurora Diaries,Indie,2002.0,English,0.7031875134289303,0.6805737891895045,-7.65958231402145,0.0953900760179677,0.3867764892221016,0.2404501676673238,0.214359657365289,0.8588848111937194,120.0789755090926,263166.0,66.0,39.0,U007,4.0,Party
TRK0194,Golden Paradise,Lunar Stories,Lunar Frequency,Hip-Hop,2024.0,English,0.8376807698865146,0.5809041460537996,-6.481582540184175,0.2479703923502263,0.1330024624884606,0.0813025761537073,0.0809061391824179,0.5231875346996698,92.2171288613433,256082.0,100.0,26.0,U087,3.0,Energetic
TRK0039,Slow Rhythm,Golden Heights,Golden Stories,Pop,2019.0,English,0.7671136293399929,0.663767696090173,-7.602662898388932,0.1313189187911503,0.0,0.0,0.145396167080501,1.0,114.21436131775792,178021.0,87.0,55.0,U124,5.0,Romantic
TRK0280,Neon Shadows,Royal Riders,Royal Sessions,Indie,2019.0,English,0.5504783292879338,0.6347049167130754,-7.488823172418342,0.1175720842684036,0.1507953326819583,0.0514763404807845,0.2093961273771952,0.8557227696126306,118.44114585183276,228035.0,100.0,67.0,U017,5.0,Romantic
TRK0222,Ocean Motion,,Crimson Sessions,Lo-Fi,2013.0,English,0.4328550168512207,0.1995465658903995,-12.677668482518694,0.100137075604457,0.6797882224725368,0.1833726894627549,0.0010912411834545,0.6306395672756933,79.47064640631496,209086.0,72.0,,U042,5.0,Focus
TRK0248,Distant Hearts,Sapphire Garden,Sapphire Frequency,Electronic,2024.0,English,0.8388735622881146,0.8358608237928283,-6.188490456168153,0.1078579017803186,0.0,0.0571592221303134,0.1727001978565253,0.8799316757830565,117.4950603627804,237607.0,95.0,39.0,U040,4.0,Energetic
TRK0335,Midnight Rhythm,Static Parade,Static Frequency,Electronic,2013.0,English,0.7077877729771409,0.7890418484376899,-9.448335191837202,0.0506657293486435,0.0,0.1983759767397799,0.1846693565307028,0.7477620885463989,128.10531448946858,263144.0,68.0,43.0,U115,5.0,
TRK0171,Wild Hearts,Indigo Motion,Indigo Frequency,Indie,2025.0,English,0.5227148970165341,0.6361083502950367,-8.400700387806639,0.0758013111577825,0.2793108854695308,0.0819696854123756,0.2178863141174221,0.7701622965150224,108.68634648681912,208433.0,95.0,40.0,U009,4.0,Motivational
TRK0356,Gravity Hearts,Midnight Bloom,Midnight Collection,Pop,2016.0,English,0.8126376747833246,0.6537982853253361,-7.180192765719566,0.0057987960415999,0.0433088458148023,0.0,0.1192096407127418,0.8922022185488249,128.8195749477698,262797.0,100.0,59.0,U081,4.0,Motivational
TRK0177,Falling Fire,Urban Bloom,Urban Sessions,Hip-Hop,2020.0,English,0.6936826249363235,0.6438186224948674,-8.781022605854742,0.284047860355674,0.0706035322537946,0.0,0.2065983424721412,0.6203261255841609,87.60527432132514,271620.0,77.0,61.0,U130,5.0,Romantic
TRK0304,Paper Promises,Paper Sound,Paper Collection,Indie,2021.0,,0.5087595126647839,0.6349822885262093,-7.860071068963618,0.0,0.5338561509202658,0.0,0.17936480906168,0.6947364721605259,118.72982858652576,216165.0,100.0,31.0,U060,3.0,Motivational
TRK0182,Velvet Fire,Velvet Lines,Velvet Diaries,K-Pop,2018.0,Hindi,0.681574149108482,0.769139539849731,-7.224700019719344,0.1834848831326677,0.0587301782268704,0.1803962329923429,0.1163064368434618,0.9025260781886812,110.96618052458382,224812.0,93.0,47.0,U086,4.0,Energetic
TRK0267,Falling Promises,Blue Hearts,Blue Diaries,Indie,2023.0,Hindi,0.5210118668446194,0.482985709050827,-6.425231733863422,0.0894044989333985,0.1417724508003643,0.0,0.1407358028649759,0.6175097755344411,103.6497279711473,300105.0,93.0,42.0,U119,4.0,Focus
TRK0167,Falling Fire,Sapphire Heaven,Sapphire Sessions,Hip-Hop,2026.0,English,0.6444459281259471,0.5735856386233139,-5.466341140176336,0.219194713251542,0.0686058173304349,0.0,0.0838903985117835,0.6431682073185628,117.4697334252422,283517.0,78.0,46.0,U052,5.0,Romantic
TRK0180,Falling Motion,Urban Parade,,Pop,2026.0,English,0.6906596908936026,0.6807758135702193,-6.785077201224383,0.1420021276593823,0.1405536447952963,0.1066582677834437,0.201848907634912,0.6910480925679444,123.75053234334564,228465.0,51.0,31.0,U101,3.0,Motivational
TRK0360,Broken Hearts,Crimson Signals,Crimson Frequency,Rock,2021.0,English,0.4851397854317092,0.7917747507211181,-6.479237155809347,0.0560941693360488,0.2767970295374481,0.0437083251006646,0.1936828453137966,0.5700589443162052,133.30966979260202,279581.0,100.0,62.0,U068,5.0,Romantic
TRK0239,Silent Colours,Echo Garden,Echo Sessions,Hip-Hop,2026.0,English,0.7124250880687383,0.5892681888011877,-10.176506032067662,0.2290151076665054,0.0376512750277131,0.0,0.1654962677783359,0.7248747731558538,100.62368889552104,229319.0,76.0,44.0,U024,4.0,
TRK0199,Ocean Colours,Crimson Harbor,Crimson Sessions,Lo-Fi,2015.0,English,0.3852540571520481,0.4518006682090442,-12.656475784392704,0.0248156610652221,0.6365287900846464,0.2044346462997688,0.1331363670011316,0.6477984029938024,80.05331273758598,243096.0,32.0,12.0,U135,2.0,Romantic
TRK0120,Wild Lights,Solar Heights,Solar Frequency,Hip-Hop,2013.0,English,0.6575471087086994,0.7761124330937934,-8.374898603799856,0.2271135238860671,0.0,0.0464320659381916,0.1051656949701201,0.6667185973766202,98.95264576218302,216499.0,87.0,45.0,U081,4.0,Party
TRK0196,Electric Stories,Crimson Garden,Crimson Collection,Pop,2015.0,English,0.7520449513846037,0.7998906917363736,-7.358342570228901,0.0718542730051728,0.0778615490311714,0.0982009690670956,0.0482374563889076,0.9558730147234602,123.22899055340896,196690.0,100.0,47.0,U031,4.0,Happy
TRK0091,Falling Signals,Indigo Waves,Indigo Diaries,,2007.0,English,0.6444459281259471,0.7831443677348033,-6.07459120857588,0.0751562996660745,0.1507953326819583,0.1096626560016086,0.0633359576775063,0.9522497502409132,108.26314138093774,233339.0,83.0,61.0,U023,4.0,Energetic
TRK0030,Afterglow Lights,Wild Circuit,Wild Sessions,Classical,2025.0,English,0.2506339062362268,0.5039491119526817,-13.030456972991626,0.0944946527972777,0.7286781243829991,0.8509455219712795,0.0960251763925116,0.373431896064913,79.27337750548686,242839.0,69.0,33.0,U043,3.0,Melancholic
TRK0381,Velvet Shadows,Wild Circuit,Wild Sessions,Classical,2014.0,Japanese,0.246687394063799,0.2255538714505361,-12.661496690920478,0.0998029709801517,0.8784717815167117,0.7225381784281554,0.0653325965864441,0.5513910996459916,83.26242560775822,218258.0,87.0,,U039,4.0,Focus
TRK0290,Slow Sky,Paper Sound,Paper Frequency,Indie,2009.0,English,0.4051481970516476,0.6342628152950959,-7.796823602286155,0.0727370382169746,0.2009386383282416,0.278588676120838,0.1073804364298249,0.684471612891686,123.3490195148534,205402.0,64.0,46.0,U068,4.0,Happy
TRK0189,Broken Paradise,Neon Waves,Neon Stories,Pop,2024.0,Korean,0.6534938279638377,0.7677373840137277,-7.737758600123308,0.152179420610806,0.0,0.152847881079173,0.0740459725226893,1.0,123.7466265910258,207487.0,88.0,61.0,U077,5.0,Party
TRK0351,Falling Promises,Royal Heights,Royal Sessions,Pop,2020.0,English,0.8348495298580351,0.6501977227180674,-6.863115499785232,0.0318475803525172,0.0831515694384752,0.060494293848697,0.0,1.0,121.78423525995082,219690.0,100.0,45.0,U130,3.0,Motivational
TRK0006,Broken Shadows,Velvet Dream,Velvet Stories,Pop,2009.0,Japanese,0.6730597659797276,0.6893894121804237,-6.454935772771638,0.0900939029213474,0.1638117814356277,0.0265326296926204,0.0903691181569092,0.8078321674210557,104.34216571104211,191235.0,55.0,33.0,U004,2.0,Energetic
TRK0382,Gravity Echoes,Echo Signals,Echo Sessions,R&B,2009.0,English,0.5785610346949284,0.5036180139503191,-9.024866051125407,0.1214703792045761,0.1573635754621482,0.0,0.1336088194327471,0.5810341394121441,103.68469595192606,273843.0,71.0,43.0,U104,5.0,Energetic
